original_row_id,chunk_id,Translator,Top-3 alle
14,21,chm,"Die Top 3 Sachgebiete in diesem Text sind: Entwicklung und Zusammenarbeit, Frieden und Sicherheit, Politik"
14,22,chm,"Die Top 3 Sachgebiete in diesem Text sind: Entwicklung und Zusammenarbeit, Frieden und Sicherheit, Politik"
14,23,chm,"Die Top 3 Sachgebiete in diesem Text sind: Entwicklung und Zusammenarbeit, Frieden und Sicherheit, Politik"
14,24,chm,"Die Top 3 Sachgebiete in diesem Text sind: Entwicklung und Zusammenarbeit, Frieden und Sicherheit, Politik"
14,25,chm,"Die Top 3 Sachgebiete in diesem Text sind: Entwicklung und Zusammenarbeit, Frieden und Sicherheit, Politik"
14,26,chm,"Die Top 3 Sachgebiete in diesem Text sind: Entwicklung und Zusammenarbeit, Frieden und Sicherheit, Politik"
14,27,chm,"Die Top 3 Sachgebiete in diesem Text sind: Entwicklung und Zusammenarbeit, Frieden und Sicherheit, Politik"
14,28,chm,"Die Top 3 Sachgebiete in diesem Text sind: Entwicklung und Zusammenarbeit, Frieden und Sicherheit, Politik"
14,29,chm,"Die Top 3 Sachgebiete in diesem Text sind: Entwicklung und Zusammenarbeit, Frieden und Sicherheit, Politik"
14,30,chm,"Die Top 3 Sachgebiete in diesem Text sind: Entwicklung und Zusammenarbeit, Frieden und Sicherheit, Politik"
15,1,chm,"Die Top 3 Sachgebiete in diesem Text sind: Buchhaltung, Diplomatie und Protokoll, Struktur und Institution"
15,2,chm,"Die Top 3 Sachgebiete in diesem Text sind: Buchhaltung, Diplomatie und Protokoll, Struktur und Institution"
15,3,chm,"Die Top 3 Sachgebiete in diesem Text sind: Buchhaltung, Diplomatie und Protokoll, Struktur und Institution"
15,4,chm,"Die Top 3 Sachgebiete in diesem Text sind: Buchhaltung, Diplomatie und Protokoll, Struktur und Institution"
15,5,chm,"Die Top 3 Sachgebiete in diesem Text sind: Buchhaltung, Diplomatie und Protokoll, Struktur und Institution"
15,6,chm,"Die Top 3 Sachgebiete in diesem Text sind: Buchhaltung, Diplomatie und Protokoll, Struktur und Institution"
15,7,chm,"Die Top 3 Sachgebiete in diesem Text sind: Buchhaltung, Diplomatie und Protokoll, Struktur und Institution"
15,8,chm,"Die Top 3 Sachgebiete in diesem Text sind: Buchhaltung, Diplomatie und Protokoll, Struktur und Institution"
15,9,chm,"Die Top 3 Sachgebiete in diesem Text sind: Buchhaltung, Diplomatie und Protokoll, Struktur und Institution"
15,10,chm,"Die Top 3 Sachgebiete in diesem Text sind: Buchhaltung, Diplomatie und Protokoll, Struktur und Institution"
15,11,chm,"Die Top 3 Sachgebiete in diesem Text sind: Buchhaltung, Diplomatie und Protokoll, Struktur und Institution"
16,1,bec,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, Humanitäre Hilfe"
16,2,bec,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, Humanitäre Hilfe"
16,3,bec,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, Humanitäre Hilfe"
16,4,bec,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, Humanitäre Hilfe"
16,5,bec,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, Humanitäre Hilfe"
16,6,bec,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, Humanitäre Hilfe"
16,7,bec,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, Humanitäre Hilfe"
16,8,bec,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, Humanitäre Hilfe"
16,9,bec,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, Humanitäre Hilfe"
16,10,bec,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, Humanitäre Hilfe"
16,11,bec,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, Humanitäre Hilfe"
16,12,bec,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, Humanitäre Hilfe"
16,13,bec,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, Humanitäre Hilfe"
16,14,bec,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, Humanitäre Hilfe"
16,15,bec,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, Humanitäre Hilfe"
16,16,bec,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, Humanitäre Hilfe"
16,17,bec,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, Humanitäre Hilfe"
16,18,bec,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, Humanitäre Hilfe"
16,19,bec,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, Humanitäre Hilfe"
16,20,bec,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, Humanitäre Hilfe"
16,21,bec,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, Humanitäre Hilfe"
17,1,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,2,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,3,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,4,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,5,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,6,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,7,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,8,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,9,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,10,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,11,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,12,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,13,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,14,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,15,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,16,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,17,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,18,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,19,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,20,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,21,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,22,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,23,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,24,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,25,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,26,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,27,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,28,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,29,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,30,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,31,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,32,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,33,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,34,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,35,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,36,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,37,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,38,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,39,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,40,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,41,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,42,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,43,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,44,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,45,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,46,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,47,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,48,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,49,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,50,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,51,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,52,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,53,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,54,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,55,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,56,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,57,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,58,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,59,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,60,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,61,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,62,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,63,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,64,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,65,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,66,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,67,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,68,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,69,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,70,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,71,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,72,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,73,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,74,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,75,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,76,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,77,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,78,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,79,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,80,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,81,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,82,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,83,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,84,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,85,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,86,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,87,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,88,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,89,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,90,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,91,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,92,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,93,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,94,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,95,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,96,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,97,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,98,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,99,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,100,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,101,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,102,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,103,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,104,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,105,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,106,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,107,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,108,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,109,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,110,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,111,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,112,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,113,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,114,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,115,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,116,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,117,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,118,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,119,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,120,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,121,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,122,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,123,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,124,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,125,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,126,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,127,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,128,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,129,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,130,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,131,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,132,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,133,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,134,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,135,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,136,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,137,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,138,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,139,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,140,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,141,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,142,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,143,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,144,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,145,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,146,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,147,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,148,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,149,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,150,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,151,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,152,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,153,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,154,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,155,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,156,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,157,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,158,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,159,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,160,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,161,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,162,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,163,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,164,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,165,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,166,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,167,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,168,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,169,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,170,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,171,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,172,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,173,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,174,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,175,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,176,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,177,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,178,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,179,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,180,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,181,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,182,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,183,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
17,184,mas,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Struktur und Institution"
